繁體	简体	清末	甬	出處（甬）	鎮	出處（鎮）	侖	出處（侖）	定	出處（定）	字頻	備註	篩選
綽	绰	tsʽiah	chiaq7	7	chiq7	9					0.01	綽號	
繛	繛		chiaq7										
卻	却		chiaq7	2	chiq7	9	chiq7	10	chiaq7	11			
却	却	kyʽiah	chiaq7	2									
洽	洽		chiaq7	2					chiaq7	11			
恰	恰	kyʽiah	chiaq7	2	chiaq7	9	chiq7	10	chiaq7	11			
掐	掐								chiaq7	11	0.00	文讀	
愜	惬	kyʽiah	chiaq7	7									
篋	箧		chiaq7										
匧	匧		chiaq7										
悏	悏		chiaq7										
帢	帢		chiaq7										
硈	硈		chiaq7										
葜	葜		chiaq7										
著	着		jiaq8	1							0.00	同“着”	
着	着	dziah	jiaq8	1	jiq8	9					0.05	火着	
𢜭	𢜭		jiaq8	1								𢜭力	
臄	臄	gyiah	jiaq8	7									
醵	醵	gyiah	jiaq8	7									
捏	捏		gniaq8	1	gniq8	9	gniq8	10	gniq8	11			
揑	捏	nyiah	gniaq8	1									
虐	虐	nyiah	gniaq8	2	gniq8	9	gniq8	10					
瘧	疟		gniaq8	2	gniq8	9	gniq8	10	gniaq8	11			
疟	疟	nyiah	gniaq8	2									
涅	涅		gniaq8	2									
圼	圼		gniaq8										
篞	篞		gniaq8										
箬	箬		gniaq8	1	gniq8	9			gniq8	11		蘆箬	
鰙	鰙		gniaq8	1					gniq8	11			
逽	逽		gniaq8										
篛	篛	nyiah	gniaq8	7									
蒻	蒻	nyiah	gniaq8	7									
搦	搦	nyiah	gniaq8	7									
捻	捻	nyiah	gniaq8	7							0.00		
敜	敜	nyiah	gniaq8	7									
惗	惗	nyiah	gniaq8	7									
踗	踗	nyiah	gniaq8	7									
錜	𫓻		gniaq8										
鑷	镊	nyih	gniaq8	1	gniq8	9	gniq8	10	gniq8	11			
削	削	siah	shiaq7	1	shiq7	9	shiq7	10	shiaq7	11			
獡	獡		shiaq7										
謔	谑	hyiah	shiaq7	7									
嚼	嚼	ziah	zhiaq8	1	zhiq8	9	zhiq8	10	zhiq8	11			
若	若	ziah	zhiaq8	2	zyuq8	9							
楉	楉	ziah	zhiaq8	7									
鄀	鄀		zhiaq8										
弱	弱	ziah	zhiaq8	2	zhiq8	9	zhiq8	10	yaq8	11			
蒻	蒻	ziah	zhiaq8	7									
叒	叒		zhiaq8										
芍	芍	ziah	zhiaq8				zhiq8	10	yiq8	11			
仢	仢		zhiaq8										
葯	药		yaq8	2					yaq8	11			
藥	药	yiah	yaq8	1	yiq8	9	yiq8	10	yaq8	11			
薬	药		yaq8	1									
礿	礿		yaq8										
纅	纅		yaq8										
龠	龠	yiah	yaq8	7									
瀹	瀹	yiah	yaq8	7									
籥	籥	yiah	yaq8	7									
鑰	钥	yiah	yaq8	1	yiq8	9	yiq8	10	yaq8	11			
禴	禴	yiah	yaq8	7									
爚	爚	yiah	yaq8	7									
𧕋	𧕋	yiah	yaq8	7									
蘥	蘥	yiah	yaq8	7									
鸙	鸙		yaq8										
協	协	yiah	yaq8	2	yiq8	9	zhiq8	10	yiq8	11			
勰	勰		yaq8										
叶	叶	yiah	yaq8	7									
挾	挟	yiah	yaq8	2									
峽	峡		yaq8	2	yiq8	9	yiq8	10					
陜	陜		yaq8										
躍	跃	yiah	yaq8	2	yiq8	9	yiq8	10	yaq8	11			
俠	侠	yiah	yaq8	2									
洽	洽	yiah	yaq8	2	yiq8	9	ghaq8	10					
烚	烚	yiah	yaq8	7									
狎	狎	yiah	yaq8	7									
柙	柙	yiah	yaq8	7									
𩉾	𩉾	yiah	yaq8	7									
約	约	iah	iaq7	1	iq7	9	iq7	10	iaq7	11			
喲	哟		iaq7										
𩚈	𩚈	iah	iaq7	7									
鴨	鸭	iah	iaq7	2							0.00	鴨梨	
𩿼	鸭		iaq7	2							0.00	鴨梨	
𪀌	鸭		iaq7	2							0.00	鴨梨	
骨	骨	kweh	kuaq7	1	kuaq7	9	kuaq7	10	kuaq7	11			
榾	榾	kweh	kuaq7	7									
縎	𦈔	kweh	kuaq7	7									
搰	搰	kweh	kuaq7	7							0.05		
鶻	鹘	kweh	kuaq7	7									
汩	汩	kweh	kuaq7	7									
漍	漍		kuaq7										
聝	聝		kuaq7										
愲	愲		kuaq7										
蓇	蓇		kuaq7										
括	括	kwah	kuaq7	1	kuaq7	9	kuaq7	10	kuaq7	11			
聒	聒		kuaq7	2					kuaq7	11			
刮	刮	kwah	kuaq7	1	kuaq7	9	kuaq7	10	kuaq7	11			
颳	刮		kuaq7	2									
鴰	鸹		kuaq7										
䀨	䀨	kwah	kuaq7	1								眼烏珠䀨瞎	
佸	䀨	kwah	kuaq7	7									
适	䀨	kwah	kuaq7	7									
𣸅	䀨	kwah	kuaq7	7									
頢	頢	kwah	kuaq7	7									
䒷	䒷		kuaq7										
懖	懖		kuaq7										
萿	萿		kuaq7										
葀	葀		kuaq7										
髺	髺		kuaq7										
摑	掴	kwah	kuaq7	1					kuaq7	11			
𦑜	𦑜	kwah	kuaq7	7									
馘	馘	kwah	kuaq7	7									
䂸	䂸	kwah	kuaq7	7									
蛞	蛞		khuaq7	7									
闊	阔	kwʽeh	khuaq7	1	khuaq7	9	khuaq7	10	khuaq7	11			
濶	阔		khuaq7	1									
窟	窟	kwʽeh	khuaq7	2	khuaq7	9			khuaq7	11		白讀	
堀	堀		khuaq7										
䯇	䯇	kwʽeh	khuaq7	7									
矻	矻		khuaq7										
圣	圣		khuaq7										
擴	扩								khuaq7	11	0.05		
環	环		guaq8	1							0.00	僅限於“環頭”一詞	
搰	搰		guaq8	3								禽類扇動翅膀	
刮	刮		guaq8		guaq8	9					0.00	禽類扇動翅膀	
忽	忽	hweh	huaq7	2	huaq7	9	huaq7	10	huaq7	11			
惚	惚	hweh	huaq7	7									
笏	笏	hweh	huaq7	7									
㧾	㧾	hweh	huaq7	7					huaq7	11			
唿	唿		huaq7										
姡	姡	hweh	huaq7	7									
寣	寣	hweh	huaq7	7									
䦝	𬮨	hweh	huaq7	7									
匫	匫		huaq7										
曶	曶		huaq7										
鍃	锪		huaq7										
奯	奯	hwah	huaq7	7									
豁	豁	hwah	huaq7	1	huaq7	9	huaq7	10	huaq7	11		開豁	
甩	甩		huaq7	1									
濊	濊		huaq7										
諕	諕		huaq7										
謋	謋		huaq7										
剨	剨		huaq7										
捇	捇		huaq7										
掝	掝		huaq7										
焃	焃		huaq7										
傄	傄		huaq7										
眓	眓		huaq7										
劃	划	wah	waq8	1	waq8	9	waq8	10	waq8	11			
畫	画	wah	waq8	7							0.01	同“劃”	
划	划		waq8	2									
嫿	婳	wah	waq8	7									
㗲	𠵾	wah	waq8	7									
繣	繣	wah	waq8	7									
𢄶	𢄶	wah	waq8	7									
滑	滑	wah	waq8	1	waq8	9	waq8	10	waq8	11			
𠿭	𠿭		waq8	3								耕地時吆喝牛停住的聲音	
猾	猾	wah	waq8	2	waq8	9	waq8	10	waq8	11			
𣝗	𣝗		waq8	1			waq8	10				果核	
核	核		waq8	2	waq8	9			waq8	11	0.00	白讀	
敌	敌		waq8										
咟	咟		waq8										
磆	磆		waq8										
螖	螖		waq8										
秳	秳		waq8										
活	活	weh	waq8	1	waq8	9	waq8	10	waq8	11			
抇	抇		waq8										
魂	魂				waq8	9					0.00	魂靈(鎮海)	#
囫	囫	weh	waq8	1	waq8	9						囫圇	
砉	砉	weh	waq8	7									
兀	兀	ngweh	waq8	7	waq8	9							
杌	杌	ngweh	waq8	7	waq8	9							
𠨜	𠨜	ngweh	waq8	7									
屼	屼	ngweh	waq8	7									
阢	阢	ngweh	waq8	7									
屹	屹	ngweh	waq8	7									
紇	纥	ngweh	waq8	7									
矹	矹		waq8										
還	还		waq8	3	waq8	9			waq8	11	0.00	僅限於“還只”	
穵	穵	w̆ah	uaq7	7									
挖	挖	w̆ah	uaq7	1	uaq7	9	uaq7	10	uaq7	11			
䩊	䩊		uaq7	1								眼睛睜開	
焥	焥		uaq7										
斡	斡	w̆ah	uaq7	7									
殟	殟		uaq7	1					uaq7	11		心中煩悶；氣不順	
膃	腽		uaq7										
嗗	嗗		uaq7										
𩑦	𬱕	w̆eh	uaq7	1					uaq7	11			
榅	榅		uaq7										
淴	淴		uaq7										
腽	腽		uaq7										
屋	屋	oh	uaq7	3					uaq7	11	0.00	又音 僅限於“屋裏”	
北	北	poh	poq7	2	poq7	9	poq7	10	poq7	11			
鉳	锫		poq7									化學元素，又稱“錇”	
波	波		poq7	1							0.05	寧波	
卜	卜	poh	poq7	1	poq7	9	poq7	10	poq7	11			
卟	卟		poq7									化學用字	
剝	剥	poh	poq7	1	poq7	9	poq7	10	poq7	11			
剥	剥	poh	poq7	1	poq7	9	poq7	10	poq7	11			
駁	驳	poh	poq7	1	poq7	9	poq7	10	poq7	11			
駮	驳		poq7	1									
獛	獛		poq7										
纀	纀		poq7										
鳪	鳪		poq7										
博	博	poh	poq7	1	poq7	9	poq7	10	poq7	11			
愽	博		poq7	1									
搏	搏	poh	poq7	2	poq7	9							
膊	膊	poh	poq7	2	poq7	9							
鎛	镈	poh	poq7	7									
䃗	䃗	poh	poq7	7									
髆	髆	poh	poq7	7									
襮	襮		poq7										
嚗	嚗		poq7										
髉	髉		poq7										
猼	猼		poq8										
簙	簙		poq8										
餺	馎		poq8										
撥	拨		poq7	3							0.05	又音	
撲	扑	pʽoh	phoq7	1	phoq7	9	phoq7	10	phoq7	11			
扑	扑	pʽoh	phoq7	1									
樸	朴	pʽoh	phoq7	1	phoq7	9	phoq7	10	phoq7	11			
朴	朴	pʽoh	phoq7	2									
仆	仆		phoq7	2	phoq7	9			phoq7	11			
釙	钋		phoq7									化學元素	
璞	璞	pʽoh	phoq7	2									
醭	醭	pʽoh	phoq7	1			phoq7	10	phoq7	11		醋酒等變質後表面漂浮的白色霉菌	
𪒢	𪒢		phoq7	3								黑𪒢𪒢	
墣	墣		phoq7	3								灰墣氣	
噗	噗		phoq7										
蹼	蹼		phoq7										
濮	濮	pʽoh	phoq7	7									
𥼜	𥼜	pʽoh	phoq7	7									
䗱	䗱	pʽoh	phoq7	7									
䨣	䨣	pʽoh	phoq7	7									
𩔈	𩔈		phoq7	1					phoq7	11		嬰孩長得肥墩墩，塊頭大	
魄	魄		phoq7	1			phaq7	10	phaq7	11		魄屍	
粕	粕	pʽoh	phoq7	7	phaq7	9			paq7	11			
攴	攴	pʽoh	phoq7	7									
攵	攵		phoq7										
濼	泺		phoq7										
蝮	蝮		phoq7	1							0.00	僅限於“犁鑱蝮”	
奤	奤		phoq7										
胉	胉		phoq7										
蒪	蒪		phoq7										
圤	圤		phoq7										
薄	薄	boh	boq8	1	boq8	9			boq8	11			
礴	礴	boh	boq8	7	boq8	9							
𩏵	𩏵	boh	boq8	7									
鑮	鑮	boh	boq8	7									
礡	礡		boq8										
膊	膊		boq8	1							0.00	僅限於“手膊絡頭”	
雹	雹	boh	boq8	1	boq8	9	boq8	10					
匐	匐	boh	boq8	3	boq8	9			boq8	11			
蔔	卜	boh	boq8	1									
卜	卜		boq8	1							0.00	喫腦子卜	
鉑	铂	boh	boq8	7								化學元素	
箔	箔	boh	boq8	1	boq8	9			boq8	11			
暴	暴	boh	boq8	7							0.01	同“曝”	
瀑	瀑	boh	boq8	2	boq8	9	boq8	10	boq8	11			
曝	曝	boh	boq8	2			boq8	10			0.05		
㩧	㩧	boh	boq8	7									
僕	仆	boh	boq8	2	boq8	9	boq8	10	boq8	11			
鏷	镤		boq8									化學元素	
𩍩	𩍩	boh	boq8	7									
穙	穙		boq8										
瞨	瞨		boq8										
亳	亳	boh	boq8	7									
僰	僰		boq8										
伏	伏		boq8	1	boq8	9					0.10	白讀	
婆	婆								boq8	11	0.00	秋阿婆	#
袱	袱		boq8	2	boq8	9						白讀	
栿	栿		boq8	1					voq8	11		地栿	
𢫯	𢫯	boh	boq8	7									
泊	泊	boh	boq8	7	boq8	9	boq8	10				停泊	
舶	舶	boh	boq8	7	boq8	9							
𦤣	𦤣		boq8	3								餲𦤣	
踣	踣		boq8										
踄	踄		boq8										
懪	懪		boq8										
瓝	瓝		boq8										
窇	窇		boq8										
縛	缚				poq7	9	boq8	10	boq8	11	0.05		
博	博						boq8	10					
魄	魄				boq8	9					0.00	落魄	
木	木	moh	moq8	1	moq8	9	moq8	10	moq8	11			
沐	沐	moh	moq8	2									
霂	霂	moh	moq8	7									
蚞	蚞		moq8										
莫	莫	moh	moq8	2	moq8	9	moq8	10	moq8	11			
摸	摸	moh	moq8	1	moq8	9	moq8	10	moq8	11			
寞	寞	moh	moq8	2	moq8	9	moq8	10	moq8	11			
漠	漠	moh	moq8	2	moq8	9							
模	模		moq8	2							0.00	僅限於“好模好樣”一詞	
鏌	镆		moq8									化學元素	
瘼	瘼	moh	moq8	7									
膜	膜	moh	moq8		moq8	9	moq8	10	moq8	11	0.05		
塻	塻		moq8										
瞙	瞙		moq8										
鄚	鄚		moq8										
幕	幕						moq8	10			0.05		
目	目	moh	moq8	2	moq8	9	moq8	10	moq8	11			
苜	苜	moh	moq8	7									
鉬	钼		moq8									化學元素	
瞐	瞐		moq8										
牧	牧	moh	moq8	2	moq8	9	moq8	10	moq8	11			
坶	坶		moq8									同“牧”	
墨	墨	moh	moq8	1	moq8	9	moq8	10	moq8	11			
纆	纆	moh	moq8	7									
邈	邈	moh	moq8	7									
穆	穆	moh	moq8	2	moq8	9	moq8	10	moq8	11			
万	万	moh	moq8	7							0.00	万俟	
睦	睦	moh	moq8	7	moq8	9							
鶩	鹜	moh	moq8	7							0.05		
楘	楘	moh	moq8	7									
麻	麻	mô	moq8	3							0.00	又音 僅限於“癢麻嘍搜”	
摩	摩	mo	moq8	1	mou2	9	mou2	10	mou2	11	0.00	僅限於“摩托車”	
麼	么		moq8		moq8	9			moq8	11			
陌	陌						moq8	10			0.00	又音(北侖)	
福	福	foh	foq7	1	foq7	9	foq7	10	foq7	11			
幅	幅	foh	foq7	1	foq7	9	foq7	10	foq7	11			
蝠	蝠	foh	foq7	2	foq7	9	foq7	10	foq7	11			
輻	辐	foh	foq7	7	foq7	9							
葍	葍	foh	foq7	7									
蝮	蝮	foh	foq7	2					foq7	11			
腹	腹	foh	foq7	2	foq7	9	foq7	10	foq7	11			
馥	馥	foh	foq7	2									
輹	輹	foh	foq7	7									
複	复	foh	foq7	1	foq7	9	foq7	10	foq7	11			
復	复	voh	foq7				foq7	10					
㠅	㠅	foh	foq7	7									
覆	覆	foh	foq7	1	foq7	9	foq7	10	foq7	11			
𥷱	𥷱	foh	foq7	7									
服	服	voh	voq8	1	voq8	9	voq8	10	voq8	11			
菔	菔		voq8	1								老菔乾	
箙	箙		voq8										
鵩	𫛳		voq8										
伏	伏	voh	voq8	1	voq8	9	voq8	10	voq8	11		文讀	
茯	茯	voh	voq8	2									
袱	袱	voh	voq8	7							0.00	文讀	
𩢰	𩢰	voh	voq8	7									
洑	洑	voh	voq8	7									
絥	𫄢	voh	voq8	7									
垘	垘	voh	voq8	7									
復	复	voh	voq8	2	voq8	9	voq8	10	voq8	11	0.05		
复	复		voq8										
澓	澓		voq8										
鰒	鳆	voh	voq8	7									
虙	虙		voq8										
幞	幞		voq8										
縛	缚						voq8	10			0.05	文讀	
篤	笃	toh	toq7	1	toq7	9	toq7	10	toq7	11			
陡	陡				toq7	9					0.00	白讀	#
𤒘	𬊯		toq7	3							418		
督	督	toh	toq7	1	toq7	9	toq7	10	toq7	11			
𧝴	𧝴		toq7	1					toq7	11		衣料不夠，另外縫一塊上去	
錖	錖		toq7										
𧰵	𧰵		toq7	1								𧰵鼓	
剢	剢		toq7										
厾	厾		toq7	6					toq7	11		厾落	
䐁	䐁		toq7	1								䐁底	
𡰪	𡰪		toq7	1								“䐁”俗作“𡰪”	
㞘	㞘		toq7	1							25	“䐁”亦作“㞘”	
沰	沰		toq7	1								量詞，指稠黏的液體或有較多水分的堆狀固體	
啄	啄		toq7	1								禽類用嘴叩擊、夾食	
裰	裰	toh	toq7										
築	築	coh	toq7	3							0.05	表豎、直插義的“篤”本字爲“築”	
得	得	teh	toq7	3							0.00	僅限於“得知”	
跌	跌	tih	toq7	3							0.00	又音 僅限於“跌落”	
搭	搭		toq7	3							0.05	又音	
庹	庹	tʽoh	thoq7	7	thoq7	9			thoq7	11			
托	托	tʽoh	thoq7	1									
託	托	tʽoh	thoq7	1	thoq7	9	thoq7	10	thoq7	11			
汑	汑	tʽoh	thoq7	7									
𤣯	𤣯	tʽoh	thoq7	7									
魠	魠		thoq7										
侂	侂		thoq7										
飥	饦		thoq7										
蘀	萚	tʽoh	thoq7	7									
籜	箨	tʽoh	thoq7	7									
柝	柝	tʽoh	thoq7	7									
橐	橐	tʽoh	thoq7	7									
拓	拓	tʽôh	thoq7	1	thoq7	9			thoq7	11			
袥	袥		thoq7										
度	度	doh	doq8	2							0.00	僅限於“猜度”	
𧩧	𧩧	doh	doq8	7									
𦂀	𦂀	doh	doq8	7									
𨍏	𨍏	doh	doq8	7									
喥	喥	doh	doq8	7							0.05		
讀	读	doh	doq8	1	doq8	9	doq8	10	doq8	11			
読	读		doq8	1									
櫝	椟	doh	doq8	7									
犢	犊	doh	doq8	2	doq8	9	doq8	10					
牘	牍	doh	doq8	2	doq8	9	doq8	10	doq8	11			
黷	黩		doq8	2									
瀆	渎	doh	doq8	2									
殰	㱩	doh	doq8	7									
凟	凟	doh	doq8	7									
匵	匵		doq8										
嬻	𪥿		doq8										
瓄	𪻨		doq8										
皾	皾		doq8										
豄	豄		doq8										
贕	贕		doq8										
韇	韇		doq8										
獨	独	doh	doq8	1	doq8	9	doq8	10	doq8	11			
䮷	䮷	doh	doq8	7									
髑	髑		doq8										
鐸	铎	doh	doq8	2	doq8	9	doq8	10	doq8	11			
凙	𪞝		doq8						doq8	11			
毒	毒	dôh	doq8	2	doq8	9	doq8	10					
碡	碡		doq8										
蝳	蝳		doq8										
讟	讟	dôh	doq8	7									
踱	踱	dôh	doq8	2	doq8	9	doq8	10	doq8	11			
剫	剫		doq8										
仛	仛		doq8										
大	大		doq8	3							0.00	僅限於“大家”	
諾	诺	noh	noq8	2	noq8	9	noq8	10	noq8	11			
鍩	锘		noq8									化學元素	
𢜪	𢜪	noh	noq8	7									
傉	傉		noq8										
喏	喏		noq8		noq8	9							
錄	录	loh	loq8	2	loq8	9	loq8	10	loq8	11			
録	录	loh	loq8	2									
綠	绿	loh	loq8	1	loq8	9	loq8	10	loq8	11			
緑	绿		loq8	1	loq8	9	loq8	10	loq8	11			
菉	绿	loh	loq8	1									
碌	碌	loh	loq8	1	loq8	9			loq8	11			
磟	碌	loh	loq8	1									
穋	穋		loq8										
睩	睩		loq8	1							0.00	彈眼睩睛	
氯	氯		loq8	2								化學元素	
祿	禄	loh	loq8	2	loq8	9	loq8	10	loq8	11			
醁	醁	loh	loq8	7									
騄	𫘧	loh	loq8	7									
䟿	䟿	loh	loq8	7									
逯	逯	loh	loq8	7									
籙	箓	loh	loq8	7									
𬆚	𬆚	loh	loq8	7									
彔	录		loq8										
淥	渌		loq8										
琭	琭		loq8										
禄	禄		loq8										
箓	箓		loq8										
簶	簶		loq8										
六	六	loh	loq8	1	loq8	9	loq8	10	loq8	11			
陸	陆	loh	loq8	1	loq8	9	loq8	10	loq8	11			
坴	坴		loq8										
淕	淕		loq8										
稑	稑		loq8										
踛	踛		loq8										
鯥	鯥		loq8										
鵱	鵱		loq8										
甪	甪	loh	loq8	7									
鹿	鹿	loh	loq8	2	loq8	9	loq8	10	loq8	11			
漉	漉	loh	loq8	1					loq8	11			
麓	麓	loh	loq8	7	loq8	9							
轆	辘	loh	loq8	7									
熝	熝	loh	loq8	7									
簏	簏	loh	loq8	7									
螰	螰	loh	loq8	7									
鄜	鄜		loq8										
䍡	䍡		loq8										
廘	廘		loq8										
蔍	蔍		loq8										
鏕	鏕		loq8										
騼	𫠋		loq8										
蓼	蓼	loh	loq8	7									
僇	僇	loh	loq8	7									
犖	荦		loq8										
硦	硦		loq8										
樂	乐	loh	loq8	2	loq8	9	loq8	10	loq8	11		快樂	
楽	乐		loq8	2								快樂	
濼	泺		loq8										
洛	洛	loh	loq8	2	loq8	9	loq8	10	loq8	11			
絡	络	loh	loq8	1	loq8	9	loq8	10					
烙	烙	loh	loq8	1	loq8	9	loq8	10	loq8	11			
駱	骆	loh	loq8	1	loq8	9	loq8	10	loq8	11			
賂	赂	lu	loq8	2	loq8	9			loq8	11			
酪	酪	loh	loq8	2	loq8	9	loq8	10	loq8	11			
珞	珞	loh	loq8	7									
輅	辂	loh	loq8	7									
䎊	䎊	loh	loq8	7									
雒	雒		loq8										
咯	咯	loh	loq8	7							0.05	化學用字	
餎	饹		loq8										
落	落	lôh	loq8	1	loq8	9	loq8	10	loq8	11			
笿	笿		loq8										
鮥	鮥		loq8										
盝	盝	lôh	loq8	7									
戮	戮	lôh	loq8	2	loq8	9							
勠	戮		loq8	2									
剹	戮		loq8	2									
摝	摝		lhoq7	1	lhoq7	9	lhoq7	10	lhoq7	11		振動；搖動	
睩	睩		lhoq7	1			lhoq7	10	lhoq7	11			
碌	碌								lhoq7	11			
足	足	tsoh	tsoq7	1	tsoq7	9	tsoq7	10	tsoq7	11			
捉	捉	tsoh	tsoq7	1	tsoq7	9	tsoq7	10	tsoq7	11			
𧋥	𧋥		tsoq7	3									
哫	哫		tsoq7										
穛	穛		tsoq7										
穱	穱		tsoq7										
作	作	tsoh	tsoq7	1	tsoq7	9	tsoq7	10	tsoq7	11			
筰	筰	tsoh	tsoq7	7									
撮	撮		tsoq7	1							25	撮藥	
糳	糳		tsoq7										
傶	傶		tsoq7										
喌	喌	tsôh	tsoq7	3									
粥	粥	coh	tsoq7	1	tsoq7	9	tsoq7	10	tsoq7	11			
祝	祝	coh	tsoq7	2	tsoq7	9	tsoq7	10	tsoq7	11			
柷	柷	coh	tsoq7	7									
𡎺	𡎺		tsoq7	1					tsoq7	11		捉漏 “捉”本字當作“𡎺”	
竹	竹	coh	tsoq7	1	tsoq7	9	tsoq7	10	tsoq7	11			
筑	筑	coh	tsoq7	2			tsoq7	10	tsoq7	11			
築	筑	coh	tsoq7	1	tsoq7	9	tsoq7	10	tsoq7	11			
茿	茿		tsoq7										
燭	烛	coh	tsoq7	1	tsoq7	9	tsoq7	10	tsoq7	11			
屬	属	coh	tsoq7	7							0.05	古同“嘱”	
囑	嘱	coh	tsoq7	2	tsoq7	9	tsoq7	10	tsoq7	11			
矚	瞩	coh	tsoq7	7	tsoq7	9							
劚	㔉	coh	tsoq7	7									
斸	𣃁		tsoq7										
钃	钃		tsoq7										
斀	斀		tsoq7										
啄	啄	coh	tsoq7	1	tsoq7	9	tsoq7	10	tsoq7	11		啄木鳥	
琢	琢	coh	tsoq7	2	tsoq7	9	tsoq7	10	tsoq7	11			
瘃	瘃	coh	tsoq7	1					tsoq7	11			
涿	涿	coh	tsoq7	2			tsoq7	10					
諑	诼	coh	tsoq7	7									
椓	椓		tsoq7										
卓	卓	coh	tsoq7	2	tsoq7	9	tsoq7	10	tsoq7	11			
倬	倬	coh	tsoq7	7									
踔	踔	coh	tsoq7	7									
桌	桌	coh	tsoq7	1	tsoq7	9	tsoq7	10					
槕	桌		tsoq7	1									
啅	啅		tsoq7										
竺	竺	coh	tsoq7	2									
浞	浞	cʽoh	tsoq7	1								迹浞	
斫	斫	tsiah	tsoq7	1					tsoq7	11		用刀斧砍伐	
斮	斫	tsiah	tsoq7	1								用刀斧砍伐	
斲	斲		tsoq7	1								用刀斧砍伐	
斵	斫		tsoq7	1								用刀斧砍伐	
咂	咂	tsah	tsoq7	3									#
摘	摘	tsah	tsoq7	3							0.05	取下；鬆開	
折	折	tsih	tsoq7	1					tsoq7	11	0.05		
簇	簇	tsʽoh	tsoq7	3	tshoq7	9			tshoq7	11	0.05	聚集	
癤	疖	tsih	tsoq7	3							0.00	又音 僅限於“熱癤”	
䭁	䭁		tsoq7	1								腌製品及酒變質而散發出異味	
遭	遭	tsao	tsoq7	3							0.00	僅限於“沃遭”	
促	促	tsʽoh	tshoq7	1	tshoq7	9	tshoq7	10	tshoq7	11			
趗	趗	tsʽoh	tshoq7	7									
珿	珿		tshoq7	4								珿齊	
莡	莡		tshoq7										
甴	甴		tshoq7										
戳	戳	tsʽoh	tshoq7	1	tshoq7	9	tshoq7	10	tshoq7	11			
蹙	蹙	tsʽoh	tshoq7	2					tshoq7	11			
顣	𫖹	tsʽoh	tshoq7	7									
蹴	蹴	tsʽoh	tshoq7	7					tshoq7	11			
蹵	蹴		tshoq7	7									
噈	噈	tsʽoh	tshoq7	7									
簇	簇	tsʽoh	tshoq7	1	tshoq7	9			tshoq7	11			
鏃	镞	tsʽoh	tshoq7	7									
蔟	蔟	tsʽoh	tshoq7	7									
䃚	䃚	tsʽoh	tshoq7	7									
嗾	嗾	tsʽoh	tshoq7	7									
瘯	瘯		tshoq7										
閦	閦		tshoq7										
撮	撮		tshoq7	2							1000	文讀	
矠	矠	tsʽoh	tshoq7	7									
剒	剒		tshoq7										
逪	逪		tshoq7										
鼀	鼀		tshoq7										
臅	臅	tsʽôh	tshoq7	7									
齪	龊	cʽoh	tshoq7	7									
娖	娖	cʽoh	tshoq7	7									
𥒭	𥒭	cʽoh	tshoq7	7									
觸	触	cʽoh	tshoq7	1	tshoq7	9	tshoq7	10	tshoq7	11			
搠	搠	cʽoh	tshoq7	7									
篧	篧	cʽoh	tshoq7	7									
畜	畜	cʽoh	tshoq7	7	chiuq7	9	tshoq7	10	tshoq7	11		家畜	
搐	搐		tshoq7										
傗	傗		tshoq7										
滀	滀		tshoq7										
敊	敊		tshoq7										
豖	豖		tshoq7										
亍	亍	cʽoh	tshoq7	7									
矗	矗	cʽoh	tshoq7	7									
娕	娕		tshoq7										
綽	绰		tshoq7	2	tshyuq7	9	tshoq7	10				綽綽有餘	
曲	曲		tshoq7	3							0.00	僅限於“曲蟮”	
蛐	蛐		tshoq7	3					tshoq7	11	0.00	僅限於“蛐蟮”	
赤	赤	tsʽih	tshoq7	3	tshyuq7	9					0.00	僅限於“火赤練”	
俗	俗	dzoh	dzoq8	1	dzoq8	9	zoq8	10	dzoq8	11			
續	续	dzoh	dzoq8	2	dzoq8	9	zoq8	10	dzoq8	11			
続	续		dzoq8	2									
藚	藚	dzoh	dzoq8	7									
族	族	dzoh	dzoq8	1	dzoq8	9	dzoq8	10	dzoq8	11			
昨	昨	dzoh	dzoq8	2	dzoq8	9					0.06	文讀	
怍	怍	dzoh	dzoq8	7									
柞	柞	dzoh	dzoq8	7							0.05	“櫟”的通稱	
酢	酢	dzoh	dzoq8	7									
砟	砟		dzoq8										
莋	莋		dzoq8										
鈼	鈼		dzoq8										
浞	浞								dzoq8	11		浞泥漿	
鋜	鋜		dzoq8										
丵	丵		dzoq8										
灂	灂		dzoq8										
鷟	鷟		dzoq8										
齺	齺		dzoq8										
逐	逐	djoh	dzoq8	1	dzoq8	9	dzoq8	10					
蓫	蓫		dzoq8	7									
篴	篴	djoh	dzoq8	7									
鱁	鱁		dzoq8										
蜀	蜀	djoh	dzoq8	2	dzoq8	9	dzoq8	10	dzoq8	11			
濁	浊	djoh	dzoq8	1	dzoq8	9	dzoq8	10	dzoq8	11			
躅	躅	djoh	dzoq8	7									
蠋	蠋	djoh	dzoq8	7									
擉	擉	djoh	dzoq8	7					dzoq8	11			
妯	妯	djoh	dzoq8	1									
舳	舳	djoh	dzoq8	7									
擢	擢	djoh	dzoq8	7									
𥷘	𥷘	djoh	dzoq8	7									
㪬	㪬		dzoq8	1					dzoq8	11			
蠗	蠗		dzoq8										
鸐	鸐		dzoq8										
著	着		dzoq8	2							0.00	同“着”	
着	着		dzoq8	2			dzoq8	10	dzoq8	11			
屬	属	joh	dzoq8	2	dzoq8	9	dzoq8	10	dzoq8	11			
